name,Buy Price,Unlock Time,Buy Market,Sell Price,Sell Market,Profit,Relative Profit,Time Efficiency
Sticker | Zombie Hop,0.08,3,Skinout,0.4875,Buff,0.4075,5.09375,469.25380009212347
StatTrak™ XM1014 | Zombie Offensive (Minimal Wear),0.955,4,Skinout,5.85,Buff,4.895,5.12565445026178,469.21040372224275
StatTrak™ Desert Eagle | Code Red (Factory New),160.11,0,Skinport,960.28725,Buff,800.17725,4.99767191305977,469.1988840125588
Souvenir M4A4 | Eye of Horus (Field-Tested),600.84,0,Skinport,3603.6,Buff,3002.7599999999998,4.997603355302576,469.1924475710064
StatTrak™ P250 | Asiimov (Field-Tested),9.25,0,Skinport,55.4775,Buff,46.2275,4.997567567567567,469.1890876935236
Guardian Elite Pin,31.54,0,Skinport,189.15,Buff,157.61,4.997146480659481,469.1495545847515
Sticker | shox (Foil) | Krakow 2017,33.42,0,Skinport,200.41125,Buff,166.99124999999998,4.996745960502692,469.11195235438123
StatTrak™ M4A4 | Griffin (Field-Tested),3.802,6,Skinout,23.52675,Buff,19.72475,5.18799316149395,469.0474528279358
StatTrak™ R8 Revolver | Crimson Web (Factory New),25.5,0,Skinport,152.8995,Buff,127.39949999999999,4.996058823529411,469.0474415368175
★ Stiletto Knife | Crimson Web (Battle-Scarred),230.74,0,Skinport,1383.5249999999999,Buff,1152.7849999999999,4.996034497703041,469.0451577433264
StatTrak™ Dual Berettas | Urban Shock (Factory New),6.83,0,Skinport,40.949999999999996,Buff,34.12,4.995607613469985,469.00508036145
★ StatTrak™ Bowie Knife | Lore (Battle-Scarred),198.61,0,Skinport,1190.475,Buff,991.8649999999999,4.994033533054729,468.85730019759933
M4A1-S | Fizzy POP (Well-Worn),0.858,8,Skinout,5.3625,Buff,4.5045,5.25,468.8504679574194
★ M9 Bayonet | Doppler (Factory New),1073.315,8,Skinout,6708.0,Buff,5634.6849999999995,5.249796192170984,468.83226692960847
P90 | Tiger Pit (Well-Worn),10.07,0,Skinport,60.3525,Buff,50.2825,4.993296921549156,468.7881445382486
Sticker | Tyloo | Boston 2018,5.19,0,Skinport,31.1025,Buff,25.912499999999998,4.9927745664739875,468.7391040204654
★ Classic Knife | Case Hardened (Minimal Wear),273.25,0,Skinport,1637.5125,Buff,1364.2625,4.992726440988107,468.7345858318647
Souvenir USP-S | Orange Anolis (Factory New),17.65,0,Skinport,105.768,Buff,88.118,4.9925212464589235,468.7153214532153
AUG | Sand Storm (Factory New),53.53,0,Skinport,320.775,Buff,267.245,4.992434149075285,468.7071444468183
AK-47 | Fuel Injector (Field-Tested),136.435,0,Skinout,817.5375,Buff,681.1025,4.992139113863744,468.6794455113124
FAMAS | Rapid Eye Movement (Factory New),6.59,0,Skinport,39.4875,Buff,32.897499999999994,4.992033383915022,468.6695192146666
StatTrak™ Desert Eagle | Mecha Industries (Minimal Wear),11.681,8,Skinout,72.96900000000001,Buff,61.28800000000001,5.246811060696859,468.5656802079784
P90 | Ancient Earth (Field-Tested),0.402,0,Skinout,2.4082500000000002,Buff,2.00625,4.990671641791045,468.54167411078674
★ Butterfly Knife | Gamma Doppler (Minimal Wear),2277.0,0,Skinport,13639.762499999999,Buff,11362.762499999999,4.990233860342555,468.5005736602878
Sealed Graffiti | Oops (Desert Amber),0.07,0,Skinport,0.41925,Buff,0.34925,4.989285714285714,468.41155839888404
CZ75-Auto | Red Astor (Field-Tested),0.28,0,Skinport,1.677,Buff,1.397,4.989285714285714,468.41155839888404
Glock-18 | Royal Legion (Field-Tested),2.31,0,Skinport,13.835249999999998,Buff,11.525249999999998,4.989285714285713,468.411558398884
★ Navaja Knife | Urban Masked (Battle-Scarred),77.33,0,Skinport,463.125,Buff,385.795,4.988943488943489,468.3794290891883
UMP-45 | Fallout Warning (Field-Tested),6.82,0,Skinport,40.84275,Buff,34.02275,4.98867302052786,468.35403657023517
CZ75-Auto | Crimson Web (Minimal Wear),1.609,3,Skinout,9.789,Buff,8.18,5.083903045369794,468.3466647047255
★ Bowie Knife | Stained (Battle-Scarred),127.81,0,Skinport,765.36525,Buff,637.5552499999999,4.988304905719426,468.31947666708214
StatTrak™ Glock-18 | Vogue (Well-Worn),5.231,8,Skinout,32.6625,Buff,27.4315,5.244025998852992,468.316960674876
AK-47 | Vulcan (Field-Tested),207.438,0,Skinout,1242.1499999999999,Buff,1034.712,4.988054261996356,468.2959453594664
Rio 2022 Nuke Souvenir Package,3.142,8,Skinout,19.617,Buff,16.475,5.243475493316359,468.2677978599306
AUG | Surveillance (Battle-Scarred),0.417,0,Skinout,2.496,Buff,2.079,4.985611510791368,468.06661134970363
★ Huntsman Knife | Autotronic (Well-Worn),202.16,0,Skinport,1209.975,Buff,1007.8149999999999,4.985234467748318,468.03121323272006
StatTrak™ G3SG1 | Dream Glade (Minimal Wear),0.94,0,Skinport,5.625749999999999,Buff,4.685749999999999,4.984840425531914,467.9942191740049
★ Flip Knife | Urban Masked (Battle-Scarred),130.33,0,Skinport,780.0,Buff,649.67,4.984807795595795,467.99115576170436
Sticker | Ninjas in Pyjamas | Cologne 2016,3.11,0,Skinport,18.61275,Buff,15.502749999999999,4.9848070739549835,467.9910880115461
Tec-9 | Ice Cap (Factory New),0.395,2,Skinout,2.38875,Buff,1.99375,5.0474683544303796,467.94744812267106
Sticker | FaZe Clan | Boston 2018,2.18,0,Skinport,13.0455,Buff,10.8655,4.984174311926606,467.93168210361034
P2000 | Space Race (Battle-Scarred),2.98,0,Skinport,17.832749999999997,Buff,14.852749999999997,4.984144295302013,467.92886403811787
FAMAS | Rapid Eye Movement (Battle-Scarred),1.02,0,Skinport,6.1034999999999995,Buff,5.083499999999999,4.983823529411763,467.89874941667966
★ Paracord Knife | Crimson Web (Battle-Scarred),162.78,0,Skinport,974.025,Buff,811.245,4.983689642462219,467.88617964251216
StatTrak™ AWP | Chromatic Aberration (Field-Tested),15.182,5,Skinout,93.25875,Buff,78.07675,5.142718350678435,467.8515993775982
FAMAS | Neural Net (Factory New),1.54,0,Skinport,9.21375,Buff,7.673749999999999,4.982954545454545,467.8171661695108
SG 553 | Dragon Tech (Well-Worn),0.372,8,Skinout,2.3205,Buff,1.9485000000000001,5.237903225806452,467.770167340006
★ Survival Knife | Blue Steel (Well-Worn),117.023,3,Skinout,711.2040000000001,Buff,594.181,5.077471949958555,467.75421003763756
★ Flip Knife | Bright Water (Factory New),236.34,0,Skinport,1413.75,Buff,1177.41,4.981848184818482,467.7132971711479
StatTrak™ AUG | Aristocrat (Factory New),5.77,0,Skinport,34.515,Buff,28.745,4.981802426343155,467.70900120576016
StatTrak™ Glock-18 | Sacrifice (Factory New),5.63,0,Skinport,33.6765,Buff,28.046499999999998,4.981616341030195,467.6915308670323
StatTrak™ M4A1-S | Flashback (Battle-Scarred),2.82,0,Skinport,16.8675,Buff,14.0475,4.9813829787234045,467.66962199909915
★ Bowie Knife | Forest DDPAT (Well-Worn),98.62,0,Skinport,589.875,Buff,491.255,4.981291827215575,467.6610643773717
Desert Eagle | Urban Rubble (Battle-Scarred),0.187,7,Skinout,1.16025,Buff,0.97325,5.204545454545454,467.64776035523255
Glock-18 | Ironwork (Well-Worn),0.066,7,Skinout,0.4095,Buff,0.34349999999999997,5.204545454545454,467.64776035523255
StatTrak™ AWP | Elite Build (Factory New),63.57,0,Skinport,380.1525,Buff,316.5825,4.980061349693251,467.5455428524857
Sticker | XANTARES (Foil) | Katowice 2019,3.45,0,Skinport,20.631,Buff,17.181,4.98,467.53978312913677
StatTrak™ G3SG1 | Scavenger (Field-Tested),0.75,0,Skinport,4.484999999999999,Buff,3.7349999999999994,4.9799999999999995,467.53978312913665
Souvenir Tec-9 | Toxic (Factory New),54.62,0,Skinport,326.61525,Buff,271.99525,4.979773892347126,467.5185553534362
StatTrak™ Glock-18 | Warhawk (Factory New),3.91,0,Skinport,23.3805,Buff,19.4705,4.979667519181586,467.5085686693504
StatTrak™ P250 | Valence (Minimal Wear),0.649,8,Skinout,4.046250000000001,Buff,3.3972500000000005,5.234591679506934,467.4744301910172
★ Flip Knife | Ultraviolet (Field-Tested),167.971,5,Skinout,1031.0625,Buff,863.0915,5.1383363794940795,467.452955686221
Sticker | reltuC (Foil) | MLG Columbus 2016,22.83,0,Skinport,136.5,Buff,113.67,4.978975032851512,467.4435556354984
M4A4 | Buzz Kill (Minimal Wear),11.281,4,Skinout,68.88375,Buff,57.60275000000001,5.106174098040954,467.42714189316683
Five-SeveN | Retrobution (Field-Tested),0.636,0,Skinout,3.8024999999999998,Buff,3.1664999999999996,4.978773584905659,467.42464299917003
★ Bayonet | Case Hardened (Factory New),780.72,0,Skinport,4667.325,Buff,3886.6049999999996,4.978231632339378,467.3737626005143
M4A4 | Red DDPAT (Minimal Wear),76.47,0,Skinport,457.14825,Buff,380.67825000000005,4.97813848568066,467.3650176670572
★ Ursus Knife | Safari Mesh (Well-Worn),99.41,0,Skinport,594.2624999999999,Buff,494.85249999999996,4.97789457801026,467.3421187635788
★ Butterfly Knife | Fade (Minimal Wear),2818.474,0,Skinout,16848.0,Buff,14029.526,4.9777028278423,467.32411658848986
★ Bowie Knife | Slaughter (Field-Tested),279.66,0,Skinport,1671.6375,Buff,1391.9775,4.9773921905170555,467.2949528720889
★ Karambit | Damascus Steel (Field-Tested),668.63,0,Skinport,3996.525,Buff,3327.895,4.977184691084755,467.27547210108946
Sticker | JT (Gold) | Antwerp 2022,5.53,0,Skinport,33.052499999999995,Buff,27.522499999999994,4.976943942133814,467.2528697492197
Souvenir AK-47 | Safety Net (Minimal Wear),23.66,0,Skinport,141.375,Buff,117.715,4.975274725274725,467.09615784393986
★ Karambit | Doppler (Factory New),1289.09,0,Skinport,7702.5,Buff,6413.41,4.975145257507234,467.084002958009
★ StatTrak™ Ursus Knife | Rust Coat (Battle-Scarred),118.14,0,Skinport,705.9,Buff,587.76,4.9751142712036565,467.08109385566877
StatTrak™ Tec-9 | Re-Entry (Minimal Wear),1.238,7,Skinout,7.67325,Buff,6.43525,5.198101777059774,467.06877197460506
★ Classic Knife | Boreal Forest (Field-Tested),109.25,0,Skinport,652.7624999999999,Buff,543.5124999999999,4.974942791762013,467.0649947671232
StatTrak™ AUG | Torque (Minimal Wear),12.61,0,Skinport,75.33824999999999,Buff,62.72824999999999,4.974484536082474,467.0219721243462
★ Stiletto Knife | Damascus Steel (Minimal Wear),281.51,0,Skinport,1681.875,Buff,1400.365,4.974476927995453,467.02125785058
AWP | Elite Build (Field-Tested),11.955,7,Skinout,74.09025,Buff,62.13525,5.197427854454203,467.00821752275124
★ Karambit | Urban Masked (Field-Tested),436.98,0,Skinport,2610.5625,Buff,2173.5825,4.974100645338459,466.9859311212936
Tec-9 | Fuel Injector (Well-Worn),1.534,8,Skinout,9.555,Buff,8.020999999999999,5.228813559322033,466.95841602861617
★ StatTrak™ Shadow Daggers | Lore (Field-Tested),161.92,0,Skinport,967.1999999999999,Buff,805.28,4.973320158102767,466.91265625524727
AUG | Arctic Wolf (Factory New),5.06,0,Skinport,30.224999999999998,Buff,25.165,4.973320158102767,466.91265625524727
CZ75-Auto | Yellow Jacket (Minimal Wear),5.46,0,Skinport,32.61375,Buff,27.153750000000002,4.9732142857142865,466.9027165858599
StatTrak™ AK-47 | Orbit Mk01 (Well-Worn),41.16,0,Skinport,245.856,Buff,204.696,4.973177842565598,466.899295175853
★ M9 Bayonet | Fade (Minimal Wear),1771.0,0,Skinport,10578.262499999999,Buff,8807.262499999999,4.973044889892716,466.88681311483975
Negev | Palm (Minimal Wear),5.55,0,Skinport,33.15,Buff,27.599999999999998,4.972972972972973,466.8800613033819
M4A1-S | Fizzy POP (Field-Tested),0.819,5,Skinout,5.02125,Buff,4.20225,5.130952380952381,466.7812067604648
Souvenir XM1014 | Blue Tire (Well-Worn),0.08,0,Skinport,0.47775,Buff,0.39775,4.971875,466.77697976810776
MAG-7 | Sonar (Well-Worn),0.08,0,Skinport,0.47775,Buff,0.39775,4.971875,466.77697976810776
Sealed Graffiti | BEEP (Princess Pink),0.08,0,Skinport,0.47775,Buff,0.39775,4.971875,466.77697976810776
XM1014 | Slipstream (Field-Tested),0.08,0,Skinport,0.47775,Buff,0.39775,4.971875,466.77697976810776
★ StatTrak™ Karambit | Ultraviolet (Minimal Wear),742.87,0,Skinport,4436.25,Buff,3693.38,4.971771642413882,466.7672761971442
MAG-7 | Bulldozer (Minimal Wear),16.26,0,Skinport,97.10025,Buff,80.84025,4.971725092250922,466.762905905358
★ Classic Knife | Night Stripe (Minimal Wear),164.11,0,Skinport,979.875,Buff,815.765,4.970842727438913,466.68006641683445
★ StatTrak™ Bayonet | Slaughter (Minimal Wear),571.42,0,Skinport,3411.525,Buff,2840.105,4.970258303874559,466.62519869263093
SSG 08 | Spring Twilly (Minimal Wear),0.877,0,Skinout,5.23575,Buff,4.358750000000001,4.970068415051312,466.60737126708085
StatTrak™ MP9 | Hydra (Battle-Scarred),7.063,7,Skinout,43.7385,Buff,36.6755,5.192623531077446,466.5765312041698
StatTrak™ SSG 08 | Ghost Crusader (Factory New),11.89,0,Skinport,70.97999999999999,Buff,59.08999999999999,4.969722455845247,466.57489140921433
★ Broken Fang Gloves | Jade (Battle-Scarred),78.476,8,Skinout,488.47499999999997,Buff,409.99899999999997,5.224514501248789,466.57448928777495
M4A4 | Magnesium (Factory New),1.764,0,Skinout,10.530000000000001,Buff,8.766000000000002,4.969387755102042,466.5434685351398
★ Ursus Knife | Case Hardened (Field-Tested),196.0,0,Skinport,1170.0,Buff,974.0,4.969387755102041,466.5434685351397
StatTrak™ MAG-7 | BI83 Spectrum (Factory New),6.37,0,Skinport,38.025,Buff,31.654999999999998,4.969387755102041,466.5434685351397
Five-SeveN | Boost Protocol (Factory New),2.548,0,Skinout,15.209999999999999,Buff,12.661999999999999,4.969387755102041,466.5434685351397
StatTrak™ M4A1-S | Hyper Beast (Battle-Scarred),36.147,5,Skinout,221.51999999999998,Buff,185.373,5.128309403269981,466.54076556740057
AK-47 | Uncharted (Factory New),0.848,5,Skinout,5.19675,Buff,4.34875,5.128242924528302,466.53471775698233
StatTrak™ Desert Eagle | Cobalt Disruption (Minimal Wear),96.7,0,Skinport,577.1999999999999,Buff,480.49999999999994,4.968976215098241,466.50483172306633
★ Specialist Gloves | Emerald Web (Battle-Scarred),343.03,0,Skinport,2047.5,Buff,1704.47,4.968865696877825,466.49445588676
Glock-18 | Gamma Doppler (Battle-Scarred),41.41,0,Skinport,247.1625,Buff,205.7525,4.968666988650085,466.47580046473126
★ Butterfly Knife | Black Laminate (Well-Worn),859.19,0,Skinport,5128.0125,Buff,4268.8225,4.968426657665941,466.45323735304333
★ Huntsman Knife | Freehand (Factory New),171.54,0,Skinport,1023.75,Buff,852.21,4.967995802728227,466.4127871875536
StatTrak™ Nova | Hyper Beast (Field-Tested),24.67,0,Skinport,147.225,Buff,122.55499999999999,4.9677746250506685,466.39202225514424
Sticker | PGL (Gold) | Antwerp 2022,2.02,3,Skinout,12.246,Buff,10.226,5.062376237623763,466.3635410063347
Five-SeveN | Buddy (Minimal Wear),0.83,0,Skinport,4.953,Buff,4.123,4.967469879518073,466.363411680803
DreamHack Cluj-Napoca 2015 Dust II Souvenir Package,54.38,0,Skinport,324.50924999999995,Buff,270.12924999999996,4.967437477013607,466.3603696205799
Tec-9 | Red Quartz (Factory New),0.105,8,Skinout,0.65325,Buff,0.54825,5.2214285714285715,466.298900784862
Glock-18 | Catacombs (Field-Tested),0.152,4,Skinout,0.9262499999999999,Buff,0.7742499999999999,5.093749999999999,466.28982057854256
MP7 | Abyssal Apparition (Minimal Wear),2.535,3,Skinout,15.366,Buff,12.831,5.061538461538461,466.28636218686887
★ StatTrak™ Ursus Knife,248.42,0,Skinport,1482.0,Buff,1233.58,4.965703244505273,466.19755381920606
★ Driver Gloves | Diamondback (Field-Tested),118.335,0,Skinout,705.9,Buff,587.5649999999999,4.965268094815566,466.15670044740796
P90 | Sunset Lily (Factory New),18.552,0,Skinout,110.6625,Buff,92.1105,4.964990297542045,466.1306198696939
AWP | Dragon Lore (Minimal Wear),9063.02,0,Skinport,54060.825,Buff,44997.80499999999,4.964990146772267,466.13060571490087
MAC-10 | Case Hardened (Field-Tested),74.29,0,Skinport,443.1375,Buff,368.84749999999997,4.9649683672095835,466.1285609735327
AUG | Colony (Factory New),10.94,0,Skinport,65.25675000000001,Buff,54.31675000000001,4.964968007312616,466.1285271851491
★ Shadow Daggers | Blue Steel (Well-Worn),93.8,0,Skinport,559.50375,Buff,465.70374999999996,4.964858742004264,466.1182689766008
★ Shadow Daggers | Urban Masked (Minimal Wear),96.12,0,Skinport,573.3,Buff,477.17999999999995,4.96441947565543,466.0770291184744
StatTrak™ XM1014 | Entombed (Field-Tested),4.207,5,Skinout,25.759500000000003,Buff,21.552500000000002,5.123009270263847,466.0585933902081
Chem-Haz Capitaine | Gendarmerie Nationale,9.564,8,Skinout,59.475,Buff,49.911,5.218632371392723,466.04918655718393
StatTrak™ AWP | Fever Dream (Battle-Scarred),15.17,0,Skinport,90.47025000000001,Buff,75.30025,4.963760711931444,466.0151820805937
Sticker | gxx- (Gold) | Antwerp 2022,3.27,0,Skinport,19.5,Buff,16.23,4.963302752293578,465.97218723124234
StatTrak™ R8 Revolver | Banana Cannon (Field-Tested),0.621,8,Skinout,3.8609999999999998,Buff,3.2399999999999998,5.217391304347826,465.93835324960935
StatTrak™ CZ75-Auto | Eco (Battle-Scarred),1.04,0,Skinport,6.2010000000000005,Buff,5.1610000000000005,4.9625,465.8968220438436
★ M9 Bayonet | Bright Water (Minimal Wear),546.0,0,Skinport,3255.525,Buff,2709.525,4.9625,465.8968220438436
★ Broken Fang Gloves | Jade (Factory New),879.75,0,Skinport,5245.5,Buff,4365.75,4.9624893435635125,465.8958215803889
Katowice 2019 Viewer Pass,62.24,0,Skinport,370.9875,Buff,308.7475,4.960596079691516,465.71807535948136
London 2018 Legends (Holo-Foil),15.0,0,Skinport,89.4075,Buff,74.4075,4.9605,465.7090550626672
★ Falchion Knife | Marble Fade (Factory New),305.89,0,Skinport,1823.25,Buff,1517.3600000000001,4.960475988100298,465.7068007417076
Berlin 2019 Train Souvenir Package,8.87,0,Skinport,52.8645,Buff,43.9945,4.959921082299888,465.6547042482174
★ Huntsman Knife | Lore (Minimal Wear),268.29,0,Skinport,1598.95125,Buff,1330.66125,4.959786984233479,465.64211465366185
StatTrak™ AK-47 | Aquamarine Revenge (Battle-Scarred),44.17,0,Skinout,263.24025,Buff,219.07025,4.959706814580032,465.6345880467569
Sticker | Team Spirit (Gold) | Rio 2022,6.855,0,Skinout,40.8525,Buff,33.9975,4.959518599562363,465.6169177639171
★ Karambit | Case Hardened (Field-Tested),909.48,0,Skinport,5420.025,Buff,4510.545,4.959476843910807,465.6129975975972
★ Flip Knife | Slaughter (Field-Tested),372.53,0,Skinport,2220.075,Buff,1847.5449999999998,4.959452929965372,465.61075247292604
StatTrak™ MP5-SD | Agent (Field-Tested),1.07,0,Skinport,6.3765,Buff,5.3065,4.959345794392523,465.60069421138087
★ Shadow Daggers | Damascus Steel (Minimal Wear),98.17,0,Skinport,585.0,Buff,486.83,4.959050626464296,465.57298281596917
Galil AR | Chromatic Aberration (Field-Tested),1.428,5,Skinout,8.736,Buff,7.308000000000001,5.11764705882353,465.5707737144093
★ StatTrak™ Falchion Knife | Bright Water (Factory New),174.42,0,Skinport,1039.35,Buff,864.93,4.958892328861369,465.5581212844546
Glock-18 | Bunsen Burner (Minimal Wear),0.287,6,Skinout,1.76475,Buff,1.4777500000000001,5.148954703832754,465.5179784130076
Sticker | Counter Logic Gaming (Foil) | Cologne 2016,57.89,0,Skinport,344.9355,Buff,287.0455,4.9584643288996375,465.5179391540757
UMP-45 | Plastique (Minimal Wear),0.769,8,Skinout,4.7775,Buff,4.0085,5.2126137841352405,465.51169751868616
StatTrak™ M249 | Warbird (Well-Worn),0.63,0,Skinport,3.75375,Buff,3.1237500000000002,4.958333333333334,465.50564083305954
MAC-10 | Whitefish (Well-Worn),0.09,0,Skinport,0.53625,Buff,0.44625000000000004,4.958333333333334,465.50564083305954
SSG 08 | Slashed (Well-Worn),1.98,0,Skinport,11.7975,Buff,9.817499999999999,4.958333333333333,465.50564083305943
StatTrak™ MAC-10 | Malachite (Factory New),8.77,0,Skinport,52.25025,Buff,43.48025,4.957839224629418,465.45925218320593
AWP | Elite Build (Minimal Wear),17.97,0,Skinport,107.05499999999999,Buff,89.085,4.957429048414023,465.4207434083484
Dual Berettas | Pyre (Minimal Wear),22.26,0,Skinport,132.6,Buff,110.33999999999999,4.956873315363881,465.36856924976576
Sticker | Harp of War (Holo),1129.39,0,Skinport,6727.5,Buff,5598.11,4.956755416640841,465.35750050611097
USP-S | Printstream (Battle-Scarred),22.71,6,Skinout,139.6005,Buff,116.8905,5.147093791281374,465.34973295373464
Desert Eagle | Printstream (Battle-Scarred),24.88,0,Skinport,148.2,Buff,123.32,4.956591639871383,465.34212457131696
MAG-7 | Justice (Well-Worn),1.486,5,Skinout,9.087,Buff,7.601,5.115074024226111,465.3366954955432
PP-Bizon | Irradiated Alert (Well-Worn),1.577,5,Skinout,9.64275,Buff,8.06575,5.1146163601775525,465.29506014970184
★ Sport Gloves | Scarlet Shamagh (Factory New),1637.28,0,Skinport,9749.025,Buff,8111.745,4.954403034300792,465.13665064082915
Sticker | Hello Galil AR (Gold),1.31,0,Skinport,7.8,Buff,6.49,4.9541984732824424,465.1174457383882
AUG | Amber Fade (Factory New),1.033,6,Skinout,6.34725,Buff,5.3142499999999995,5.144482090997096,465.11360863210245
StatTrak™ MAC-10 | Pipe Down (Field-Tested),0.728,4,Skinout,4.4265,Buff,3.6985,5.080357142857143,465.06381754459386
★ Driver Gloves | Diamondback (Minimal Wear),227.33,0,Skinport,1353.3,Buff,1125.97,4.9530198390005715,465.0067914378793
Desert Eagle | Ocean Drive (Well-Worn),12.237,7,Skinout,75.5625,Buff,63.3255,5.174920323608728,464.9858321899802
★ Skeleton Knife | Stained (Minimal Wear),440.29,0,Skinport,2620.7999999999997,Buff,2180.5099999999998,4.9524404369847135,464.95239515417677
StatTrak™ M4A1-S | Player Two (Field-Tested),38.692,5,Skinout,236.4375,Buff,197.7455,5.110759330094076,464.94417223977695
StatTrak™ Negev | Ultralight (Minimal Wear),0.2,6,Skinout,1.2285,Buff,1.0285,5.142499999999999,464.9344074064027
StatTrak™ Galil AR | Signal (Well-Worn),1.72,0,Skinport,10.237499999999999,Buff,8.517499999999998,4.95203488372093,464.9143203981533
M4A4 | Converter (Field-Tested),0.486,4,Skinout,2.9542499999999996,Buff,2.4682499999999994,5.078703703703702,464.9124591453408
★ M9 Bayonet | Boreal Forest (Minimal Wear),428.88,0,Skinport,2552.5499999999997,Buff,2123.6699999999996,4.951664801343032,464.879575772711
P250 | Vino Primo (Minimal Wear),4.61,0,Skinport,27.4365,Buff,22.8265,4.951518438177874,464.8658346878724
M4A1-S | Printstream (Factory New),400.33,0,Skinport,2382.4125,Buff,1982.0825,4.951121574700872,464.8285757593646
P90 | Vent Rush (Factory New),1.45,0,Skinout,8.62875,Buff,7.17875,4.950862068965518,464.80421245510183
Sticker | zevy (Holo) | Paris 2023,0.58,0,Skinport,3.4515,Buff,2.8714999999999997,4.950862068965517,464.8042124551018
Sticker | Clan-Mystik (Holo) | Katowice 2014,7045.21,0,Skinport,41925.0,Buff,34879.79,4.950851713433666,464.80324024162474
Five-SeveN | Nitro (Field-Tested),22.92,0,Skinport,136.39274999999998,Buff,113.47274999999998,4.950818062827223,464.80008100523145
M4A4 | Daybreak (Minimal Wear),240.52,0,Skinport,1431.29025,Buff,1190.77025,4.9508159404623315,464.7998817502072
Sticker | Opal Flick (Holo),11.47,0,Skinport,68.25,Buff,56.78,4.950305143853531,464.7519263815924
★ StatTrak™ Gut Knife | Gamma Doppler (Factory New),294.96,0,Skinport,1755.0,Buff,1460.04,4.949959316517494,464.7194589041444
Dual Berettas | Dezastre (Field-Tested),2.44,0,Skinport,14.51775,Buff,12.07775,4.949897540983606,464.7136592013901
StatTrak™ M249 | Emerald Poison Dart (Field-Tested),2.44,0,Skinport,14.51775,Buff,12.07775,4.949897540983606,464.7136592013901
CZ75-Auto | Silver (Factory New),2.94,0,Skinport,17.491500000000002,Buff,14.551500000000003,4.949489795918368,464.6753786713954
StatTrak™ Glock-18 | Blue Fissure (Field-Tested),2.45,0,Skinout,14.576249999999998,Buff,12.126249999999999,4.949489795918367,464.6753786713952
Stockholm 2021 Ancient Souvenir Package,3.44,0,Skinport,20.465249999999997,Buff,17.025249999999996,4.949200581395348,464.6482262024454
Negev | Terrain (Factory New),0.395,0,Skinout,2.3497500000000002,Buff,1.9547500000000002,4.94873417721519,464.60443854998726
★ Bowie Knife | Ultraviolet (Minimal Wear),147.02,0,Skinport,874.5749999999999,Buff,727.555,4.948680451639232,464.59939460538254
StatTrak™ AUG | Torque (Factory New),15.02,0,Skinport,89.349,Buff,74.32900000000001,4.948668442077231,464.5982671057815
AWP | Hyper Beast (Field-Tested),25.937,8,Skinout,160.86525,Buff,134.92825,5.20215329452134,464.5775250519164
Sticker | electronic (Foil) | Krakow 2017,60.07,0,Skinport,357.318,Buff,297.248,4.948360246379224,464.56933261786827
Autograph Capsule | Team Liquid | Atlanta 2017,11.91,0,Skinport,70.84349999999999,Buff,58.933499999999995,4.948236775818639,464.5577407706557
StatTrak™ FAMAS | Eye of Athena (Factory New),28.39,0,Skinport,168.86999999999998,Buff,140.47999999999996,4.948221204649523,464.55627889494656
"StatTrak™ Music Kit | Dren, Gunman Taco Truck",21.85,0,Skinport,129.9675,Buff,108.1175,4.9481693363844395,464.55140932116973
StatTrak™ SG 553 | Danger Close (Field-Tested),0.099,5,Skinout,0.6045,Buff,0.5055000000000001,5.106060606060606,464.51671240157617
Sticker | Vitality (Gold) | Stockholm 2021,4.885,0,Skinout,29.055,Buff,24.17,4.947799385875128,464.5166770760107
MP9 | Wild Lily (Field-Tested),1737.51,0,Skinport,10333.05,Buff,8595.539999999999,4.947044909094048,464.4458441622351
Sticker | FaZe Clan (Holo) | Katowice 2019,3.82,0,Skinport,22.7175,Buff,18.8975,4.946989528795812,464.44064486652695
★ StatTrak™ Huntsman Knife | Damascus Steel (Factory New),327.74,0,Skinport,1949.0249999999999,Buff,1621.2849999999999,4.94686336730335,464.4288003852368
★ Specialist Gloves | Fade (Battle-Scarred),163.87,0,Skinport,974.5124999999999,Buff,810.6424999999999,4.94686336730335,464.4288003852368
M4A1-S | Blue Phosphor (Minimal Wear),614.81,0,Skinport,3656.1525,Buff,3041.3425,4.946800637595356,464.42291110128673
AWP | Man-o'-war (Minimal Wear),30.3,0,Skinout,180.18,Buff,149.88,4.9465346534653465,464.39793958272037
★ StatTrak™ Shadow Daggers | Ultraviolet (Field-Tested),103.78,0,Skinport,617.0775,Buff,513.2975,4.946015609944113,464.3492099651798
AK-47 | Hydroponic (Minimal Wear),1249.51,0,Skinport,7429.0125,Buff,6179.5025,4.945540651935558,464.3046192494539
StatTrak™ MP9 | Dart (Minimal Wear),1.64,0,Skinport,9.75,Buff,8.11,4.945121951219512,464.2653101647197
Sticker | PGL (Gold) | Stockholm 2021,3.28,0,Skinport,19.5,Buff,16.22,4.945121951219512,464.2653101647197
MP7 | Tall Grass (Factory New),3.28,0,Skinport,19.5,Buff,16.22,4.945121951219512,464.2653101647197
Sealed Graffiti | Recoil MP9 (Blood Red),8.2,0,Skinport,48.74025,Buff,40.54025,4.943932926829269,464.1536804045692
Sticker | chopper (Holo) | Rio 2022,0.52,0,Skinport,3.09075,Buff,2.57075,4.94375,464.13650659531515
M4A1-S | Leaded Glass (Field-Tested),3.928,5,Skinout,23.9655,Buff,20.037499999999998,5.101196537678208,464.07421059280284
