Name,Buy Market,Buy Price,Sell Market,Sell Price,Relative Profit,Profit
P250 | See Ya Later (Well-Worn),Skinout,2.676,Buff,3.38869875,1.2663298766816142,0.7126987499999999
StatTrak™ Dual Berettas | Elite 1.6 (Minimal Wear),Skinout,0.234,Buff,0.296005,1.2649786324786325,0.062005000000000005
StatTrak™ Five-SeveN | Capillary (Minimal Wear),Skinout,0.403,Buff,0.50963125,1.2645936724565756,0.10663124999999996
Five-SeveN | Withered Vine (Field-Tested),Skinout,2.748,Buff,3.4724737500000002,1.2636367358078602,0.72447375
FAMAS | Sergeant (Battle-Scarred),Skinout,1.093,Buff,1.3808912500000001,1.263395471180238,0.28789125000000015
MAG-7 | Hard Water (Field-Tested),Skinout,2.204,Buff,2.7841225,1.2632134754990925,0.5801224999999999
Sticker | Abalone Strafe (Holo),Skinout,2.91,Buff,3.6721375000000003,1.2619029209621992,0.7621375000000001
StatTrak™ MP9 | Capillary (Minimal Wear),Skinout,0.441,Buff,0.5557075,1.2601077097505669,0.11470750000000002
MP5-SD | Condition Zero (Minimal Wear),Skinout,0.337,Buff,0.42446,1.2595252225519287,0.08745999999999998
StatTrak™ UMP-45 | Corporal (Field-Tested),Skinout,0.265,Buff,0.33370375,1.2592594339622643,0.06870375000000001
SSG 08 | Jungle Dashed (Battle-Scarred),Skinout,0.275,Buff,0.34627,1.2591636363636363,0.07127
StatTrak™ MAC-10 | Allure (Well-Worn),Skinout,0.353,Buff,0.4440075,1.2578116147308782,0.09100750000000002
XM1014 | Bone Machine (Battle-Scarred),Skinout,2.417,Buff,3.03963625,1.2576070541994209,0.6226362500000002
P250 | Mehndi (Field-Tested),Skinout,7.741,Buff,9.72907,1.256823407828446,1.9880700000000004
StatTrak™ CZ75-Auto | Imprint (Well-Worn),Skinout,0.06,Buff,0.0753975,1.256625,0.015397500000000008
StatTrak™ SSG 08 | Mainframe 001 (Battle-Scarred),Skinout,0.059,Buff,0.07400125,1.2542584745762713,0.015001250000000008
StatTrak™ PP-Bizon | Runic (Battle-Scarred),Skinout,0.059,Buff,0.07400125,1.2542584745762713,0.015001250000000008
Sawed-Off | Spirit Board (Minimal Wear),Skinout,0.059,Buff,0.07400125,1.2542584745762713,0.015001250000000008
MAC-10 | Silver (Minimal Wear),Skinout,0.088,Buff,0.11030375,1.2534517045454547,0.02230375000000001
StatTrak™ MAC-10 | Oceanic (Field-Tested),Skinout,0.088,Buff,0.11030375,1.2534517045454547,0.02230375000000001
Tec-9 | VariCamo (Minimal Wear),Skinout,0.088,Buff,0.11030375,1.2534517045454547,0.02230375000000001
SCAR-20 | Fragments (Minimal Wear),Skinout,0.078,Buff,0.09773749999999999,1.2530448717948717,0.01973749999999999
MP7 | Motherboard (Factory New),Skinout,0.068,Buff,0.08517125,1.252518382352941,0.01717125
PP-Bizon | Night Riot (Minimal Wear),Skinout,0.068,Buff,0.08517125,1.252518382352941,0.01717125
StatTrak™ CZ75-Auto | Distressed (Field-Tested),Skinout,0.068,Buff,0.08517125,1.252518382352941,0.01717125
Glock-18 | Weasel (Minimal Wear),Skinout,0.432,Buff,0.54034875,1.2508072916666668,0.10834875000000005
P90 | Elite Build (Minimal Wear),Skinout,0.151,Buff,0.18849375000000002,1.2483029801324506,0.03749375000000002
FAMAS | Teardown (Battle-Scarred),Skinout,0.131,Buff,0.16336124999999999,1.2470324427480914,0.03236124999999998
StatTrak™ P2000 | Gnarled (Factory New),Skinout,0.859,Buff,1.07092375,1.2467098370197904,0.21192374999999997
StatTrak™ G3SG1 | Orange Crash (Field-Tested),Skinout,0.084,Buff,0.10471875,1.2466517857142856,0.020718749999999994
Tec-9 | Ossified (Minimal Wear),Skinout,3.283,Buff,4.0910125,1.2461201644837039,0.8080124999999998
StatTrak™ Sawed-Off | Black Sand (Well-Worn),Skinout,0.065,Buff,0.0809825,1.2458846153846153,0.015982499999999997
"Music Kit | Tree Adams and Ben Bromfield, M.U.D.D. FORCE",Skinout,0.24,Buff,0.2987975,1.2449895833333333,0.0587975
StatTrak™ Nova | Windblown (Field-Tested),Skinout,0.156,Buff,0.19407875,1.2440945512820512,0.038078749999999995
